Response ID,What is your gender?  ,Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My direct manager has discretion to allow or deny remote work","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? It was common for people in my organization to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? t was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? I could easily collaborate with colleagues when working remotely","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Sleep"
944,Female,"Professional, Scientific and Technical",Professionals - ICT Professionals,5,5,5,5,5,4,5,4,4,3,7,2,4,8,0,9,3,4,8
945,Male,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",4,5,4,2,5,5,5,5,4,1.5,8.5,1.5,4.5,8,0.5,8.5,1.5,5.5,8
946,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",4,2,3,3,5,3,5,3,3,3,5,4,4,8,0,8,4,4,8
947,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,5,5,5,3,5,5,5,5,4,3,8,2,3,8,0,10,3,3,8
948,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",3,3,2,4,4,3,4,3,2,5,8,2,2,7,6,8,1,2,7
949,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,4,2,2,5,2,4,2,4,4,3,8,4,1,8,0,8,2,7,7
950,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,4,4,5,4,5,4,3,4,3,4,10,1,2,7,0,10,1,3,10
951,Male,Wholesale Trade,Sales workers - Sales Representatives and Agents,5,5,5,5,5,5,5,5,3,0.5,8,0.5,9,6,0.5,8,2,8,5.5
952,Male,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,5,5,4,4,4,5,5,5,4,3,8,2,3,8,4,9,2,1,8
953,Male,Education and Training,Professionals - Education Professionals,4,2,3,5,4,4,5,4,4,1,11,2,3,7,1,11,4,3,5
954,Female,Education and Training,Labourers - Factory Process Workers,5,5,5,1,5,3,5,5,4,1,10,0,3,10,0,6,1,5,12
955,Male,Manufacturing,Sales workers - Sales Support Workers,5,1,1,5,1,1,1,1,1,3,6,2,12,1,12,2,3,4,3
956,Male,Information Media and Telecommunications,Professionals - ICT Professionals,4,2,4,4,5,5,4,5,4,1,9,2,5,7,0,9,3,4,8
957,Male,Manufacturing,Professionals - ICT Professionals,5,4,4,5,3,5,4,4,4,1.5,9.5,2,5,6,0,10,2,6,6
958,Male,Education and Training,Professionals - Education Professionals,3,3,3,3,3,2,3,3,3,3.5,8,1.5,4,7,2,7,3,4,8
959,Female,Education and Training,Professionals - Education Professionals,2,1,1,4,2,1,3,3,4,1.5,8,5,1.5,8,0.5,8,4,3,8.5
960,Female,Financial and Insurance,Professionals - ICT Professionals,5,5,5,2,5,5,4,5,5,2,8,2,4,8,0,9,2,5,8
961,Male,Information Media and Telecommunications,Managers - Specialist Managers,3,4,4,3,3,3,4,5,3,4,2,4,7,7,5,6,3,5,5
962,Female,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,4,2,2,4,2,2,2,2,2,2,7,4,4,7,0,7,4,5,8
963,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,4,2,4,3,4,4,4,4,4,2,9,3,3,7,2,9,2,2,9
964,Female,Manufacturing,Professionals - ICT Professionals,4,3,5,5,4,4,4,4,2,1,8,4,3,8,1,8,4,3,8
965,Male,Wholesale Trade,Managers - Specialist Managers,4,3,4,5,4,4,3,3,5,3,5,0,8,8,0,8,0,8,8
966,Male,Accommodation and Food,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,4,4,4,4,1,9,1,5,8,1,9,1,5,8
967,Male,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",5,3,3,5,3,4,3,5,4,2,9,0,5,8,0.5,8,0,7.5,8
968,Male,Retail Trade,Professionals - Education Professionals,4,2,4,4,5,4,3,4,4,2,10,1,4,7,0,10,1,6,7
969,Male,Public Administration and Safety,Community and personal service workers - Protective Service Workers,1,1,1,1,3,4,4,3,4,2,8.5,3,4,6.5,1,8.5,3,3.5,8
970,Female,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",1,1,4,1,1,1,4,1,4,4,9,2,2,7,1,10,3,3,7
971,Female,Other Services,Clerical and administrative workers - Other Clerical and Administrative Workers,3,3,3,3,3,3,3,3,3,1,8,4,5,6,1,8,5,4,6
972,Male,Accommodation and Food,Professionals - ICT Professionals,4,5,1,1,4,5,5,4,5,2,15,2,5,,3,10,5,6,
973,Female,"Rental, Hiring and Real Estate","Managers - Hospitality, Retail and Service Managers",3,4,4,4,4,3,3,3,4,2,8,3,3,8,3,8,3,2,8
974,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,3,10,1,4,6,3,10,1,4,6
975,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,3,3,4,5,4,5,5,4,0.5,9,2,4.5,8,0.5,9.5,3,3,8
976,Female,Education and Training,Professionals - Education Professionals,2,1,1,4,4,5,4,3,4,3,9,2,3,7,0.5,9,3,4,7.5
977,Male,Administrative and Support,Professionals - Arts and Media Professionals,5,4,5,5,5,5,4,5,4,1,10,3,1,9,2,10,2,1,9
978,Female,Health Care and Social Assistance,Clerical and administrative workers - Office Managers and Program Administrators,1,1,4,1,1,5,1,5,5,1.5,10,4,2,6.5,0.5,8,4,5,6.5
979,Female,Education and Training,Professionals - Education Professionals,4,5,5,5,3,4,4,5,3,2,10,2,4,6,0,10,3,5,6
980,Female,Other Services,Professionals - Arts and Media Professionals,5,5,5,1,5,3,3,3,3,0,9,2,5,8,0,9,2,5,8
981,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",2,4,4,4,4,5,5,3,4,3,8,3,2,8,0,9,3,4,8
982,Female,Administrative and Support,Clerical and administrative workers - Other Clerical and Administrative Workers,5,1,1,2,5,1,2,3,4,1,9,2,3,9,0,9,2,3,10
983,Male,Financial and Insurance,Managers - Specialist Managers,5,4,5,5,4,2,5,5,2,1,9.5,0.5,6,7,0.5,10,1,5,7.5
984,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,3,3,4,3,4,5,4,3,1,8,4,3,8,0,9,4,3,8
985,Female,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",2,1,4,3,4,2,4,3,1,3,9,2,2,8,0,12,2,2,8
986,Female,Education and Training,Professionals - Education Professionals,5,4,5,3,5,5,4,3,5,2,7,4,4,7,1,6,4,6,7
987,Female,Arts and Recreation,Professionals - Arts and Media Professionals,4,3,3,4,4,4,4,4,4,3,7.5,2,5.5,6,0.5,7.5,2,6,8
988,Other,Information Media and Telecommunications,"Professionals - Legal, Social and Welfare Professionals",4,4,4,5,3,3,5,3,2,3,8,2,4,7,0,9,2,5,8
989,Female,"Rental, Hiring and Real Estate","Professionals - Business, Human Resource and Marketing Professionals",4,3,3,4,3,3,3,4,3,0.5,7.5,3,4,9,0,7.5,2,4.5,10
990,Female,Education and Training,Professionals - Arts and Media Professionals,5,4,4,5,5,4,5,5,4,6,7,2,3,6,0,8,2,6,8
991,Female,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,5,5,4,2,7,2,5,8,0,7,2.5,6.5,8
992,Female,Education and Training,Professionals - Education Professionals,5,1,1,1,4,2,5,5,3,3,2,4,7,8,2,2,5,7,8
993,Male,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,3,3,3,3,3,3,3,3,3,8,1,5,7,0.5,8,1,6.5,8
994,Female,Other Services,"Managers - Hospitality, Retail and Service Managers",3,4,4,2,4,4,1,4,2,1,8,3,5,7,0.5,9,1,6.5,7
995,Female,Education and Training,Professionals - Education Professionals,2,2,2,4,4,3,3,4,2,1.5,8.5,2,4.5,7.5,1,9,2,4.5,7.5
996,Female,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,5,1,5,1,4,1,3,9,0,4,8,0,5,2,9,8
997,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,3,4,3,4,3,3,3,4,4,2,3,19,,,4,3,17,,
998,Female,Public Administration and Safety,Managers - Specialist Managers,1,1,5,5,4,4,4,4,5,3,8,2,3,8,0.5,8,2,5.5,8
999,Male,Financial and Insurance,Sales workers - Sales Support Workers,3,3,3,3,3,3,3,3,3,2,6,3,7,6,3,7,3,5,6
1000,Female,Other Services,Professionals - Education Professionals,3,2,3,4,3,3,4,2,2,2.5,9,1,3.5,8,0.5,9,1,5.5,8
1001,Female,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",4,2,4,4,4,4,4,4,4,3,8,1,4,8,0,8,2,5,9
1002,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,5,5,5,2,5,5,5,4,5,4,9,3,3,5,0,10,3,4,7
1003,Female,Financial and Insurance,"Professionals - Legal, Social and Welfare Professionals",5,5,5,1,4,4,5,5,4,2,10.5,2.5,1.5,7.5,1.5,11,2.5,1.5,7.5
1004,Female,Health Care and Social Assistance,Managers - Specialist Managers,5,5,5,4,5,4,4,5,5,4,9,4,1,6,0,9,5,2,8
1005,Female,Other Services,Managers - Specialist Managers,2,1,2,2,2,2,2,1,2,3,8,4,2,7,1,10,4,2,7
1006,Female,Other Services,Clerical and administrative workers - General Clerical Workers,4,2,4,4,5,5,1,5,5,1.5,7,3,4,8.5,0.5,7,3,5,8.5
1007,Female,Other Services,"Professionals - Legal, Social and Welfare Professionals",2,3,3,3,3,2,4,3,3,2,8,4,4,6,2,6,4,6,6
1008,Female,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",1,2,1,2,4,5,2,5,3,1,9,1,6,7,1,9,3,4,7
1009,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,5,5,4,4,5,5,2,7.5,3,11.5,,0,7.5,3,5.5,8
1010,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,3,5,5,5,1,10,3,2,8,0,11,2,3,8
1011,Female,Public Administration and Safety,Clerical and administrative workers - Clerical and Office Support Workers,2,1,1,5,3,4,4,4,4,3,8,0,6,7,0,8,0,7.5,8.5
1012,Female,Administrative and Support,Managers - Specialist Managers,4,5,5,3,4,5,4,5,3,2,7,3,4,8,0,8,2,6,8
1013,Male,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,4,5,5,3,8,3,3,7,1,8,3,5,7
1014,Female,Health Care and Social Assistance,Clerical and administrative workers - Inquiry Clerks and Receptionists,5,2,1,1,2,3,3,4,3,0.5,12,4.5,3,4,0,8,10,3,3
1015,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,1,1,3,5,5,4,5,4,3,9,2,3,7,1,10,2,4,7
1016,Male,"Electricity, Gas, Water and Waste",Sales workers - Sales Representatives and Agents,2,2,3,3,2,3,3,2,2,0.5,7,0,12,4.5,0,8,0,2,14
1017,Male,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",5,3,5,4,4,3,5,5,3,1,6,15,1,1,1,8,3,5,7
1018,Male,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",3,4,3,5,4,4,5,5,3,2.5,11.5,0.5,1.5,8,0.5,12,0.5,3,8
1019,Male,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",4,3,4,1,5,4,5,4,5,2,10,2,3,7,0.5,8,3,4.5,8
1020,Male,Retail Trade,"Managers - Hospitality, Retail and Service Managers",2,2,2,5,1,1,2,3,3,0.5,8.5,1,7,7,0,7,0,10,7
1021,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",5,4,5,2,5,1,4,4,4,1,8,5,3,7,0.5,9,4,3.5,7
1022,Male,Construction,"Managers - Chief Executives, General Managers and Legislators",5,5,4,5,4,3,4,4,4,1,8,4,4,7,0,6,4,7,7
1023,Male,Education and Training,Managers - Farmers and Farm Managers,3,2,2,4,3,2,3,3,2,5,8,2,2,7,7,8,1,2,6
1024,Male,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,4,3,4,3,5,3,2,8,2,4,8,0.5,8,2,5.5,8
1025,Female,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",5,5,4,2,4,5,5,5,5,3,8,1,5.5,6.5,1,8,3,4.5,7.5
1026,Male,Financial and Insurance,Managers - Specialist Managers,4,4,3,4,5,5,5,5,4,1,8,3,4,8,1,8,4,4,7
1027,Female,Other Services,Managers - Specialist Managers,5,4,4,5,3,3,5,5,5,1,9,2,4,8,1,8,3,4,8
1028,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,3,5,5,5,5,5,3,8,2,3,8,0.5,8,2,4.5,9
1029,Female,Education and Training,Professionals - Education Professionals,5,1,3,3,3,3,3,3,3,1,8,2,5,8,0,9,2,5,8
1030,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,5,4,4,5,5,4,3,5,4,2,12,2,2,6,1,12,2,2,7
1031,Female,Public Administration and Safety,Managers - Specialist Managers,5,5,5,3,3,5,5,5,5,2,8,0,6,8,0,10,3,3,8
1032,Female,Arts and Recreation,Managers - Specialist Managers,5,5,5,2,5,5,5,5,5,0,7.5,4.5,4,8,0,7.5,4,4.5,8
1033,Male,Retail Trade,Sales workers - Sales Representatives and Agents,5,5,5,5,4,5,3,3,4,1,6,4,5,8,1,6,4,5,8
1034,Male,Health Care and Social Assistance,Community and personal service workers - Carers and Aides,3,3,3,3,5,3,3,3,3,2,8,2,4,8,0.5,8,3,6,6.5
1035,Female,"Transport, Postal and Warehousing",Professionals - ICT Professionals,5,5,5,4,5,4,2,5,4,3,8,2,3,8,0.5,8.5,2,5,8
1036,Male,"Rental, Hiring and Real Estate","Professionals - Business, Human Resource and Marketing Professionals",4,5,5,5,4,4,4,5,2,2,8,2,5,7,0.5,8,2,6.5,7
1037,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,4,5,5,5,4,2,8,4,3,7,0,12,2,2,8
1038,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",3,2,2,2,4,2,5,4,5,1.5,7.5,2,4,9,0.1,7.5,2,5.39,9
1039,Female,Education and Training,Sales workers - Sales Assistants and Salespersons,2,5,4,5,1,2,3,1,1,2,10,3,3,6,0.5,10,3,4.5,6
1040,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,2,3,4,4,4,3,3,2,2.5,8,2,3.5,8,0,9,3,4,8
1041,Female,Education and Training,Professionals - Education Professionals,4,2,2,4,5,4,4,4,4,2,7,5,2,8,0,7,5,4,8
1042,Male,Information Media and Telecommunications,Professionals - ICT Professionals,2,1,3,2,3,4,4,3,4,1,8,3,4,8,1,8,4,3,8
1043,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,3,5,5,5,5,5,5,3,8,2,5,6,0,8.5,3,6,6.5
1044,Female,Education and Training,Professionals - Education Professionals,1,1,1,5,1,1,1,1,2,2,9,3,3,7,0.5,9,3,4,7.5
1045,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,5,5,5,5,5,5,4,5,5,3,8,0,6,7,0.5,10,1,4.5,8
1046,Female,Other Services,Managers - Specialist Managers,5,5,5,5,5,3,3,5,5,2.5,8,3,3.5,7,0,9,2.5,5.5,7
1047,Female,Education and Training,Managers - Specialist Managers,4,4,4,4,2,4,4,4,2,1,7,3,5,8,1,7,4,4,8
1048,Male,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,5,4,4,2,4,2,3,5,5,2,8,4,2,8,1,8,4,4,7
1049,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,4,4,5,5,4,0.5,8,1.5,6,8,0,8,2,6,8
1050,Female,Education and Training,Professionals - Education Professionals,4,4,4,3,3,3,3,4,4,0,5,5,6,8,2,5,5,5,7
1051,Female,Information Media and Telecommunications,Managers - Specialist Managers,2,1,1,4,2,1,2,2,4,1,9,5,3,6,0,10,2,4,8
1052,Male,Construction,Sales workers - Sales Support Workers,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4
1053,Female,Administrative and Support,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,4,4,3,2,4,3,4,1,7,2,6,8,0,7,2,7,8
1054,Female,Health Care and Social Assistance,Managers - Specialist Managers,4,4,4,3,4,4,4,4,4,2,10,1,3,8,1,10,1.5,3.5,8
1055,Female,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,5,5,5,5,5,2,2,10,1,3,8,,12,2,2,8
1056,Male,"Transport, Postal and Warehousing",Clerical and administrative workers - General Clerical Workers,4,2,5,4,4,2,4,3,4,4,10,1,3,6,4,10,2,2,6
1057,Male,Education and Training,Professionals - Education Professionals,5,1,1,1,5,5,5,5,5,0,10,3,5,6,0,10,3,5,6
1058,Female,Health Care and Social Assistance,Managers - Specialist Managers,5,4,4,4,4,4,4,4,3,5,11,2,1,5,1,12,2,3,6
1059,Male,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",4,5,4,4,3,5,4,4,3,2,8,2.5,3.5,8,1,6,4,5,8
1060,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",3,3,4,4,3,2,2,4,3,5,5,5,5,4,4,4,4,4,8
1061,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",4,2,4,3,2,3,4,3,4,1,8,1,6,8,0.5,9,2,4.5,8
1062,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,5,5,4,5,5,5,3,5,5,2,7,2,5,8,0,8,2,6,8
1063,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",3,4,4,3,4,3,4,4,4,1,9,1,5,8,0.5,7,3,5.5,8
1064,Female,Education and Training,Professionals - Education Professionals,3,3,4,1,4,2,4,4,3,5,7,2,3,7,1,8,3,7,5
1065,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,4,2,2,5,2,5,3,3,3,4,8,0,4,8,4,8,1,3,8
1066,Female,Education and Training,Professionals - Health Professionals,1,1,1,1,1,1,1,1,5,3.5,6,3.5,3,8,0.5,10,1,4.5,8
1067,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",4,2,1,3,2,3,2,2,4,2,9,5,2,6,1,9,4,4,6
1068,Female,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,4,1,4,2,4,2,5,5,4,2.5,7.5,5,2.5,6.5,0.5,7.5,6.5,1.5,8
1069,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,4,2,4,5,4,5,5,5,2,10,1,5,6,,11,1,6,6
1070,Female,Education and Training,Professionals - Education Professionals,2,2,4,3,3,4,1,1,4,3,8,3,3,7,0,8,3,6,7
1071,Female,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,2,1,4,4,5,4,5,4,5,2.25,7.35,4,2.89,7.5,0.1,7.35,4,4.5,8
1072,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",5,5,5,3,5,5,5,5,3,1,10,1,4,8,0.5,11,1,3.5,8
1073,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,2,3,4,4,4,4,4,4,2,4,7,2,3,8,4,8,2,3,7
1074,Female,Other Services,Managers - Specialist Managers,4,4,4,5,5,4,5,5,5,3,8,1.5,3.5,8,0.5,8,1.5,6,8
1075,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,2,2,4,4,2,1,2,4,3,2.5,8.5,1,5,7,1,8.5,2,4.5,8
1076,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",1,1,1,3,1,1,1,1,5,2,8,2,3,9,0,8,2,5,9
1077,Male,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",3,3,3,3,3,3,3,3,3,1,8,2,6,7,0,8,2,6,8
1078,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,4,5,5,4,4,4,4,4,3,7,4,1,9,0,9,4,2,9
1079,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,3,3,3,3,3,2,3,3,3,1.5,7.5,2,5,8,0,8,2,6,8
1080,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",5,5,5,3,5,3,5,5,4,0.5,9,2,3.5,9,0.5,9,2.5,3,9
1081,Female,Other Services,Professionals - ICT Professionals,5,5,5,1,5,5,5,5,4,2,8,7,2,5,0.5,9,8,1.5,5
1082,Female,Retail Trade,"Managers - Hospitality, Retail and Service Managers",5,5,5,3,5,5,5,5,5,3,8,3,3,7,1.5,6,3,6,7.5
1083,Female,"Professional, Scientific and Technical",Professionals - Arts and Media Professionals,4,4,2,5,4,4,4,4,4,3,9,1,3,8,0,8,3,5,8
1084,Male,Education and Training,Professionals - Education Professionals,4,1,1,1,2,2,1,5,4,1,6,1,8,8,0.5,5,2,8.5,8
1085,Female,Administrative and Support,Clerical and administrative workers - Other Clerical and Administrative Workers,5,1,1,5,4,1,3,3,3,2,7,4,4,7,2,7,4,4,7
1086,Female,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",4,3,3,3,4,4,3,4,4,2,7,4,3,8,0,6,5,5,8
1087,Female,"Professional, Scientific and Technical",Professionals - Education Professionals,4,4,4,4,3,4,4,4,4,1,8,3,4,8,0.5,11,2,3,7.5
1088,Male,Information Media and Telecommunications,Managers - Specialist Managers,5,5,5,5,4,4,4,4,4,0.5,8,6,1.5,8,0,9,5,2,8
1089,Female,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,5,2,4,5,5,5,2,4,5,2.5,7.5,4,3,7,0,9,4,3,8
1090,Female,Education and Training,Professionals - ICT Professionals,5,5,5,5,2,5,2,3,5,1,7,3,5,8,0.5,7,3,5.5,8
1091,Male,Manufacturing,Labourers - Factory Process Workers,3,2,2,4,3,4,4,2,2,2,8,4,2,8,2,8,2,4,8
1092,Female,Education and Training,Clerical and administrative workers - Numerical Clerks,4,3,4,4,3,3,3,3,3,1,8,3,5,7,0,8,3,6,7
1093,Female,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5,1,9,2,6,6,0,9,1,8,6
1094,Female,Education and Training,Professionals - Education Professionals,3,5,5,5,5,5,5,3,5,4,6,6,2,6,1,8,6,3,6
1095,Female,Education and Training,Managers - Specialist Managers,5,5,5,5,5,5,5,5,5,3,7,5,2,7,0,9,5,3,7
1096,Female,Public Administration and Safety,"Managers - Hospitality, Retail and Service Managers",3,3,2,4,2,4,3,4,4,1.5,7.5,5,4.5,5.5,0,9,5,5,5
1097,Female,Financial and Insurance,Managers - Farmers and Farm Managers,2,2,3,3,4,2,4,3,2,5,8,2,2,7,3,8,2,3,8
1098,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",5,2,4,5,5,5,2,3,5,5,8,2,1,8,,10,3,3,8
1099,Male,Information Media and Telecommunications,Managers - Specialist Managers,4,5,5,4,3,1,2,1,2,3,8,3,3,7,5,4,6,2,7
1100,Female,Construction,Clerical and administrative workers - Inquiry Clerks and Receptionists,5,5,5,5,5,5,5,5,5,2,7,4,4,7,0,7,5,5,7
1101,Male,Health Care and Social Assistance,Professionals - Health Professionals,5,5,5,5,4,5,5,4,4,0.5,20,1,2.5,,2,12,1,2,7
1102,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,2,5,5,4,5,5,1.5,8,3.5,3,8,0.5,8,3.5,4,8
1103,Female,Education and Training,Professionals - Education Professionals,3,3,3,3,3,5,1,3,5,1,7,4,4,8,4,7,2,3,8
1104,Female,Construction,"Managers - Hospitality, Retail and Service Managers",5,5,5,5,4,4,4,4,4,2,6.5,4,5,6.5,1,6.5,5,5,6.5
